試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
Granisetron tab 1mg,南光,衛署藥製 055953,,Y,,1000126,Kytril tab 1mg,F.Hoffmann-La Roche,Switzerland
Imatinib Mesylate Tab 100mg,台灣東洋,衛部藥製 058288,,Y,,1021030,Glivec Tab 100mg,Novartis Pharna Stein AG,Switzerland
Irbesartan tab 150mg,中國化學,衛署藥製 056689,,Y,,1000818,Aprovel Tab 150mg,Sanofi Winthrop ,France
Irbesartan tab 150mg,健喬信元,衛署藥製 055028,,Y,,990607,Aprovel tab 150mg,Sanofi Winthrop,France
Irbesartan tab 150mg,吉富,衛署藥輸025342,,Y,,990615,Aproveltm tab 150mg,Sanofi Winthrop,France
Irbesartan tab 150mg,信東,衛署藥製 056697,,Y,,1000317,Aprovel tab 150mg,Sanofi Winthrop ,France
Irbesartan tab 150mg,健亞,衛部藥製 058231,,,Y,1021014,Irbesartan Tab 300mg,健亞,Taiwan
Irbesartan tab 300mg,壽元,衛署藥製057821,,Y,,1020116,Aprovel F.C. Tab 300mg,Sanofi Winthrop,France
Irbesartan tab 300mg,中化,衛署藥製 057318,,,Y,1010705,Irbesartan tab 150mg,中化,Taiwan
Irbesartan tab 300mg,健亞,衛部藥製 058235,,Y,,1020219,Aprovel Tab 300mg,Sanofi Winthrop Industrie,France
Irbesartan tab 300mg,永勝,衛署藥製 057864,,Y,,1010312,Aprovel tab 300 mg,Sanofi Winthrop Industrie,France
Ketoconazole tab 200mg,衛達,衛署藥製 029139,,Y,,800618,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,中美,衛署藥製 029316,,Y,,801204,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,明德,衛署藥製 029498,,Y,,831129,Nizoral tab 200mg,Janssen,Belgium
Ketoconazole tab 200mg,永信,衛署藥製 029730,,Y,,790106,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,聯邦,衛署藥製 029774,,Y,,780408,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,華興,衛署藥製 030057,,Y,,790711,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,南光,衛署藥製 030633,,Y,,781219,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,瑞士,衛署藥製 030774,,Y,,780606,Nizoral tab 200mg,Janssen,Taiwan
Ketoconazole tab 200mg,全福,衛署藥製 040663,,Y,,851029,Nizoral tab 200mg,Janssen,Belgium
Ketorolac  inj 30mg/ml,信東,衛署藥製 047551,,Y,,940801,Keto inj 30mg/ml,永信,Taiwan
Ketorolac  inj 30mg/ml,瑞士,衛署藥製 047718,,Y,,940720,Keto inj 30mg/ml,永信,Taiwan
Ketorolac  inj 30mg/ml,萬宇康,衛署藥製 047701,,Y,,950403,Keto inj 30mg/ml,永信,Taiwan
Ketorolac  inj 30mg/ml,健亞,衛署藥製 048315,,Y,,950623,Keto inj 30mg/ml,永信,Taiwan
Ketorolac  inj 30mg/ml,育生,衛署藥製 048699,,Y,,960103,Toradol inj 30mg/ml,Roche,Spain
Ketorolac E.M. cap 10mg,永勝,衛署藥製 055232,,Y,,990408,Keto E.M. cap 10mg,永信,Taiwan
Ketorolac inj 30mg/ml,壽元,衛署藥製 047560,Y,,,931130,Keto inj 30mg/ml,永信,Taiwan
Ketorolac tab 10mg,壽元,衛署藥製 046940,Y,,,931130,Keto inj 30mg/ml,永信,Taiwan
Ketorolac tab 10mg,瑞士,衛署藥製 047190,,Y,,931231,Keto tab 10mg,永信,Taiwan
Ketorolac tab 10mg,聯邦,衛署藥製 049738,,Y,,971009,Keto tab 10mg,永信,Taiwan
Lacidipine tab 2mg,健喬信元,衛署藥製 049527,,,Y,970610,Lasyn tab 4mg,健喬信元,Taiwan
Lacidipine tab 4mg,健喬信元,衛署藥製 048064,,Y,,950615,Lacipil tab 4mg,United Biomedical,Taiwan
Lacidipine tab 4mg,生達,衛署藥製 052616,,Y,,990318,Lacipil tab 4mg,GSK委託聯亞,Taiwan
Lacidipine tab 6mg,健喬信元,衛署藥製055540,,,Y,990823,Lasyn F.C. tab 4mg,健喬信元,Taiwan
Lamivudine tab 100mg,生達,衛署藥製057923,,Y,,1020111,Zeffix F.C. Tab 100mg,聯亞,Taiwan
Lamivudine tab 100mg,健喬信元,衛署藥製 049918,,Y,,971112,Zeffix tab 100mg,GSK委託聯亞,Taiwan
Lamivudine tab 100mg,勝群,衛部藥製 058043,,Y,,1001117,Zeffix tab 100mg,聯亞,Taiwan
Lamivudine tab 150mg,聯亞,衛署藥製057959,,Y,,1020118,3TC Tab 150mg,Glaxo ,England
Lamotrigine ER tab 25mg,美時,衛部藥製 058250,,,Y,1021230,Lamofree ER Tab 50mg,美時,Taiwan
Lamotrigine tab 100mg,五洲,衛署藥製 045592,,Y,,920521,Lamictal tab 100mg,Wellcome,England
Lamotrigine tab 100mg,景德,衛署藥製 047517,Y,,,940722,Lamictal tab 100mg,Glaxo,U. K.
Lamotrigine tab 100mg,信東,衛署藥製 049133,,,Y,960831,Lamta tab 50mg,信東,Taiwan
Lamotrigine tab 50mg,五洲,衛署藥製 047079,,,Y,940117,Lamogin tab 100mg,五洲,Taiwan
Lamotrigine tab 50mg,信東,衛署藥製 047400,,Y,,930831,Lamictal tab 50mg,Glaxo wellcome,England
Lamotrigine tab 50mg,景德,衛署藥製 047568,Y,,,940804,Lamictal tab 50mg,Glaxo,U. K.
Lamotrigine tab 50mg,吉富,衛署藥輸 025078,,Ｙ,,980703,Lamictal tab 50mg,Glaxo ,U.K.
Lansoprazole cap 15mg,南光,衛署藥製 045102,,,Y,900830,Rich cap 30mg,南光,Taiwan
Lansoprazole cap 15mg,永勝,衛署藥製 048056,,,Y,950613,Lanpo cap 30mg,永勝,Taiwan
Lansoprazole cap 30mg,南光,衛署藥製 044261,,Y,,900130,Takepron cap 30mg,Takeda,Japan
Lansoprazole cap 30mg,中化,衛署藥製 045826,,Y,,920415,Takepron cap 30mg,Takeda,Japan
Lansoprazole cap 30mg,永勝,衛署藥製 046246,,Y,,930519,Takepron cap 30mg,Takeda,Japan
Lansoprazole cap 30mg,西德有機,衛署藥製 047368,,Y,,940602,Takepron cap 30mg,Takeda,Japan
Lansoprazole cap 30mg,內外,衛署藥製 049547,,Y,,970513,Takepron cap 30mg,Takeda,Japan
Lansoprazole cap 30mg,衛達,衛署藥製055563,,Y,,990921,Takepron cap 30mg,Takeda ,Japan
Leflunomide tab 10mg,美時,衛署藥製 048558,,,Y,960119,Arheuma tab 20mg,美時,Taiwan
Lercanidipine tab 10mg,中國化學,衛署藥製056780,,,Y,1020130,Micapine F.C. Tab 10mg,中國化學,Taiwan
Lercanidipine tab 10mg,滎洋,衛署藥製 049307,,Y,,970130,Zanidip tab 10mg,Recordati,Italy
Lercanidipine tab 10mg,中化,衛署藥製 056780,,Y,,1010105,Zanidip tab 10mg,RECORDATI S.P.A,Italy
Letrozole tab 2.5mg,培力,衛署藥製 057732,,Y,,1010920,Femara tab 2.5mg,Novartis Pharma Stein AG,瑞士
Levetiracetam oral soln 100mg/ml,晟德,衛署藥製057972,,Y,,1020220,Keppra  oral soln 100mg/ml,Nextpharma SAS,France
Levetiracetam tab 250mg,瑞士,衛署藥製 057363,,,Y,1010601,Letampin tab 500mg,瑞士,Taiwan
Levetiracetam tab 500mg,懷特,衛署藥製 051731,,Ｙ,,980824,Keppra tab 500mg,UCB ,Belgium
Levetiracetam tab 500mg,南光,衛署藥製 049899,,Y,,960109,Keppra tab 500mg,UCB,Belgium
Levetiracetam tab 500mg,瑞士,衛署藥製 055283,,Y,,990324,Keppra tab 500mg,UCB ,Belgium
Levetiracetam tab 500mg,萬菱,衛署藥製055928,,Y,,981109,Keppra tab 500mg,UCB ,Belgium
Levetiracetam tab 500mg,吉富,衛署藥輸025712,,Y,,990811,Keppra F.C. tab 500mg,UCB ,Belgium
Levetiracetam XR tab 500 mg,南光,衛署藥製 057298,,,Y,1010201,Nobelin XR tab 750 mg,南光,Taiwan
Levetiracetam XR tab 750mg,南光,衛署藥製056736,,Y,,1001013,Keppra XR tab 750mg,UCB,U.S.A.
Levocetirizine  tab 5mg,永勝,衛署藥製055426,,Y,,990422,Xyzal tab 5mg,UCB,Switzerland
Levocetirizine  tab 5mg,中生生技,衛署藥製 055945,,Y,,1000208,Xyzal tab 5mg,UCB ,Switzerland
Levocetirizine dihydrochloride tab 5 mg,台裕,衛署藥製 057817,,Y,,1010921,Xyzal  tab 5 mg,UCB Farchim S.A.,Switzerland
Levocetirizine tab 5mg,中化,衛署藥製 050145,,Y,,980427,Xyzal tab 5mg,UCB ,Switzerland
Levocetirizine tab 5mg,生達,衛署藥製 049833,,Y,,971114,Xyzal tab 5mg,UCB ,Switzerland
Levocetirizine tab 5mg,十全,衛署藥製 050123,,Y,,970124,Xyzal tab 5mg,UCB ,Switzerland
Levocetirizine tab 5mg,瑪科隆,衛署藥製 051203,,Ｙ,,980922,Xyzal tab 5mg,UCB,Switzerland
Levocetirizine tab 5mg,南光,衛署藥製 052354,,Y,,980223,Xyzal tab 5mg,UCB ,Switzerland
Levocetirizine tab 5mg,華興,衛署藥製 052588,,Y,,981026,Xyzal tab 5mg,UCB,Switzerland
Levocetirizine tab 5mg,景德,衛署藥製 056794,,Y,,1010118,Xyzal tab 5mg,UCB Farchim SA,Switzerland
Levofloxacin (hemihydrate) tab 100mg,瑞士,衛部藥製058044,,,Y,1020717,Lflocin F.C. Tab 500mg,瑞士,Taiwan
Levofloxacin IV soln for Infusion 5mg/ml,永信,衛署藥製 056750,,Ｙ,,1010813,CRAVIT IV soln for Infusion 5mg/ml,Sanofi-Aventis ,Germany
Levofloxacin tab 100mg,台灣第一,衛署藥製 044373,,,Y,900227,Cravit tab 100mg,Daiichi,Japan
Levofloxacin tab 100mg,萬菱,衛署藥製 046634,,Y,,931015,Cravit tab 100mg,台灣第一,Taiwan
Levofloxacin tab 100mg,中化,衛署藥製 048694,,Y,,960327,Cravit tab 100mg,台灣第一,Taiwan
Levofloxacin tab 100mg,培力,衛署藥製 052615,,,Y,990331,Bacflocin tab 500mg,培力,Taiwan
Levofloxacin tab 500mg,聯邦,衛署藥製 051715,,Y,,980623,Cravit tab 500mg,台灣第一,Taiwan
Levofloxacin tab 500mg,培力,衛署藥製 050104,,Y,,980309,Cravit tab 100mg,台灣第一,Taiwan
Levofloxacin tab 500mg,台灣第一,衛署藥製 047516,,,Y,940810,Cravit tab 500mg,Usiphar,France
Levofloxacin tab 500mg,瑩碩,衛署藥製 049452,,Y,,960831,Cravit tab 500mg,台灣第一,Taiwan
Levofloxacin tab 500mg,中化,衛署藥製 049696,,Y,,970916,Cravit tab 500mg,台灣第一,Taiwan
Levofloxacin tab 500mg,瑞士,衛署藥製 056626,,Y,,991208,Cravit tab 500mg,第一三共,Taiwan
Levonorgestrel tab 1.5mg,世達,衛署藥製057825,,,Y,1020109,Norlevo tab 1.5mg,Osny Pharma SAS,France
Lisinopril tab 10mg,中化,衛署藥製 042824,,Y,,880201,Zestril tab 10mg,諾華,Taiwan
Lisinopril tab 10mg,健亞,衛署藥製 043330,,,Y,881011,Genopril tab 20mg,健亞,Taiwan
Lisinopril tab 10mg,五洲,衛署藥製 044161,,Y,,891117,Prinivil tab.10mg,MSD,U.S.A.
Lisinopril tab 10mg,生達,衛署藥製 044477,,Y,,900507,Zestril tab 10mg,Zeneca,England
Lisinopril tab 10mg,道格拉斯,衛署藥製 045172,,Y,,910918,Prinivil tab 10mg,MSD,U.S.A.
Lisinopril tab 10mg,世達,衛署藥製055957,Y,,,990803,Zestril tab 10mg,AstraZenca ,UK
Lisinopril tab 20mg,健亞,衛署藥製 043210,,Y,,880517,Prinivil tab 20mg,MSD,U.S.A.
Loratadine oral disint tab 10mg,永信,衛署藥製 048662,,Y,,960327,Claritine Reditab 10mg,Schering-Plough,U. K.
Loratadine syrup 1mg/ml,永信,衛署藥製 044396,,Y,,920818,Clarityne syrup 1mg/ml,Schering-Plough,Belgium
Loratadine syrup 1mg/ml,生達,衛署藥製 046100,,Y,,930115,Clarityne syrup 1mg/ml,Schering-Plough ,Belgium
Loratadine syrup 1mg/ml,信東,衛署藥製 048770,,Y,,951012,Clarityne syrup 1mg/ml,Schering-Plough ,Belgium
Loratadine tab 10mg,華興,衛署藥製 039932,,Y,,850316,Clarityne tab 10mg,Schering-Plough,U.S.A.
Loratadine tab 10mg,壽元,衛署藥製 042104,,Y,,870331,Clarityne tab 10mg,Schering-Plough,Belgium
Loratadine tab 10mg,中化,衛署藥製 042626,,Y,,871021,Clarityne tab 10mg,Schering-Plough,Belgium
Loratadine tab 10mg,健亞,衛署藥製 042860,,Y,,880202,Clarityne tab 10mg,Schering-Plough,Belgium
Loratadine tab 10mg,生達,衛署藥製 044414,,Y,,891201,Clarityne tab 10mg,Schering-Plough,U.S.A.
Loratadine tab 10mg,永信,衛署藥製 044595,,Y,,900802,Clarityne tab 10mg,Schering-Plough,Belgium
Loratadine tab 10mg,五洲,衛署藥製 044803,,Y,,901026,Clarityne tab 10mg,Schering-Plough,Belgium
Loratadine tab 10mg,衛達,衛署藥製 045557,,Y,,920401,Clarityne tab 10mg,Schering-Plough,Belgium
Loratadine/ pseudoephedrine SR tab 10mg/240mg ,中化,衛署藥製 048072,Y,,,950630,Claritin-D 24hr ER tab. ,Schering-Plough,U.S.A.
Loratadine/ pseudoephedrine SR tab 5mg/120mg ,中化,衛署藥製 044277,,Y,,891222,Claritin-D SR tab. ,Schering ,U.S.A.
Loratadine/ pseudoephedrine SR tab 5mg/120mg ,永信,衛署藥製 049362,,Y,,970306,Clarinase Repetabs ,Schering ,Belgium
Lornoxicam Rapid tab 4mg,瑩碩,衛署藥製 055579,,,Y,991230,Lornoxicam Rapid tab 8mg,聯亞,Taiwan
Lornoxicam Rapid tab 8mg,瑩碩,衛署藥製055578,,Y,,990914,Xefo Rapid tab 8mg,Nycomed ,Danemark
Losartan / Hydrochlorothiazide tab 50mg/12.5mg,景德,衛署藥製056719,,Y,,1000905,Hyzaar tab 50mg/12.5mg,MSD,U. K.
Losartan tab 100mg,井田,衛署藥製 052436,,Y,,981203,Cozaar tab 100mg,MSD,U. K.
Losartan tab 50mg,南光,衛署藥製 045203,,Y,,900802,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,永信,衛署藥製 045847,,Y,,920924,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,生達,衛署藥製 046315,,Y,,930528,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,中化,衛署藥製 047911,,Y,,950308,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,吉富,衛署藥輸 024634,,Y,,960312,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,倍斯特,衛署藥製 049610,,Y,,970520,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,鼎豐宇,衛署藥製 049739,,Y,,970912,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,正和,衛署藥製 049835,,Y,,971001,Cozaar tab 50mg,MSD,England
Losartan tab 50mg,華興,衛署藥製 049887,,Y,,970814,Cozaar tab 50mg,MSD,U. K.
Losartan tab 50mg,瑞士,衛署藥製 050240,,Y,,980701,Cozaar tab 50mg,MSD,U. K.
Losartan tab 50mg,衛達,衛署藥製 052614,,Y,,990211,Cozaar tab 50mg,MSD,U. K.
Losartan tab 50mg,健喬信元,衛署藥製 055296,,Y,,990824,Cozaar tab 50mg,MSD,U. K.
Losartan tab 50mg,井田,衛署藥製055558,,,Y,991012,"Losater tab 100mg ""Chinteng""",井田,Taiwan
Losartan tab 50mg,信東,衛署藥製055931,,Y,,991125,Cozaar tab 50mg,MSD,UK
Losartan tab 50mg,景德,衛署藥製055915,,Y,,990302,Cozaar tab 50mg,MSD,UK
Losartan tab 50mg,壽元,衛署藥製055950,Y,,,1000223,Cozaar tab 50mg,MSD,UK
Losartan/ Hydrochlorothiazide tab 50mg/12.5mg,鼎豐宇,衛署藥製 052568,,Y,,981005,Hyzaar tab 50mg/12.5mg,MSD,U. K.
Losartan/ Hydrochlorothiazide tab 50mg/12.5mg,生達,衛署藥製 050431,,Ｙ,,980810,Hyzaar tab 50mg/12.5mg,MSD,U. K.
Losartan/ Hydrochlorothiazide tab 50mg/12.5mg,瑩碩,衛署藥製 048757,,Y,,960302,Hyzaar tab 50mg/12.5mg,MSD,England
Losartan/ Hydrochlorothiazide tab 50mg/12.5mg,中化,衛署藥製 048990,,Y,,951205,Hyzaar tab 50mg/12.5mg,MSD,英國/澳洲
Losartan/ Hydrochlorothiazide tab 50mg/12.5mg,吉富,衛署藥輸 025501,,Y,,1000321,Hyzaar tab 50mg/12.5mg,MSD,U. K.
Losartan/ Hydrochlorothiazide tab 50mg/12.5mg,榮民,衛署藥製057116,,Y,,1000406,Hyzaar tab 50mg/12.5mg,MSD,U.K.
Lovastatin tab 20mg,生達,衛署藥製 039307,,Y,,870923,Mevacor tab 20mg,MSD,U.S.A.
Lovastatin tab 20mg,永信,衛署藥製 039403,,Y,,900115,Mevacor tab 20mg,MSD,U.S.A.
Lovastatin tab 20mg,順生,衛署藥製 039601,,Y,,941202,Mevacor tab 20mg,MSD,Canada
Lovastatin tab 20mg,杏林新生,衛署藥製 043573,,Y,,911015,Mevacor tab 20mg,Merck Frosst ,Canada
Lovastatin tab 20mg,合誠,衛署藥製 042539,,Y,,941220,Mevacor tab 20mg,MSD,Canada
Lovastatin tab 20mg,溫士頓,衛署藥製 042627,,Y,,941109,Mevacor tab 20mg,MSD,Canada
Meloxicam inj 15mg/1.5ml,瑞士,衛署藥製 048004,,Y,,950522,Meloxicam tab 15mg/1.5ml,Boehringer Ingelheim,Spain
Meloxicam tab 15mg,寶齡富錦,衛署藥製 046312,,Y,,930419,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 15mg,培力,衛署藥製 046604,,,Y,930302,Meloxicam tab 7.5mg,培力,Taiwan
Meloxicam tab 15mg,景德,衛署藥製 047461,,,Y,940624,Melicam tab 7.5mg,景德,Taiwan
Meloxicam tab 15mg,世達,衛署藥製 048028,,Y,,950403,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 15mg,南光,衛署藥製 049146,,,Y,960531,Mopik tab 7.5mg,南光,Taiwan
Meloxicam tab 15mg,華興,衛署藥製 049092,,Y,,960827,Mobic tab 15mg,百靈佳殷格翰,Taiwan
Meloxicam tab 15mg,永信,衛署藥製 049184,,Y,,961121,Mobic tab 15mg,百靈佳委託健喬信元,Taiwan
Meloxicam tab 7.5mg,永信,衛署藥製 045275,,Y,,911122,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,培力,衛署藥製 045375,,Y,,911114,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,南光,衛署藥製 045385,,Y,,911114,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,景德,衛署藥製 045441,,Y,,920206,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,中化,衛署藥製 045737,,Y,,920109,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,瑪科隆,衛署藥製 045994,,Y,,920714,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,健喬信元,衛署藥製 046050,,Y,,921230,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,倍斯特,衛署藥製 047078,,Y,,940307,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,華興,衛署藥製 047268,,Y,,940301,Mobic tab 7.5mg,百靈佳殷格翰,Taiwan
Meloxicam tab 7.5mg,寶齡富錦,衛署藥製 047945,,,Y,950125,PBF Mobicam tab 15mg,寶齡富錦,Taiwan
Meloxicam tab 7.5mg,世達,衛署藥製 049648,,,Y,970305,Monic tab 15mg,世達,Taiwan
Meloxicam tab 7.5mg,永信,衛署藥製 045407,,,Y,961121,Meloxin tab 7.5mg,永信,Taiwan
"Memantine oral soln ""Center"" 2mg/ml",晟德,衛署藥製056707,,Y,,1000413,NAMENDA Oral Solution 2mg/ml,Forest,U.S.A.
Memantine tab 10mg,美時,衛署藥製 046612,Y,,,931103,Akatinol tab. 10mg,Merz+Co.,Germany
Memantine tab 10mg,臺灣東洋,衛署藥製 048599,Y,,,950914,Axura tab 10mg,Merz,Germany
Memantine tab 10mg,鼎泰,衛署藥製 051729,,Y,,980521,Ebixa F.C. tab 10mg,H. Lundbeck A/S,Denmark
Memantine tab 10mg,中化,衛署藥製 055939,,Y,,990806,Ebixa F.C. tab 10mg,H. Lundbeck A/S,Denmark
Midazolam inj 5mg/ml,歐舒邁克,衛署藥製 049275,,Y,,990312,Dormicum inj 5mg/ml,Cenexi SAS,Frances
Miglitol tab 50mg,正和,衛署藥製 050084,,,Y,980319,Diaban tab 100mg,正和,Taiwan
Miglitol tab 50mg,生達,衛署藥製 051714,Y,,,981028,Glyset tab 50mg,Bayer,Germany
Milnacipran cap 25mg,萬菱,衛署藥製 049605,,,Y,970808,Milpran cap 50mg,衛達,Taiwan
Milnacipran cap 50mg,萬菱,衛署藥製 048601,,Y,,950830,Ixel cap 50mg,Pierre Fabre Medicment,France
Milnacipran cap 50mg,景德,衛署藥製 056678,,Y,,991104,Ixel cap 50mg,Pierre Fabre,France
Mirtazapine disint tab 15mg,永信,衛署藥製 048691,,Y,,960418,Remeron  sol tab 15mg,N.V. Organon/Cima,Netherland
Mirtazapine O.D. tab 30 mg,鴻汶,衛署藥製 056800,,Y,,1000915,Remeron SolTab 30 mg,CIMA Labs Inc.,U.S.A.
Mirtazapine OD tab 30mg,中國化學,衛署藥製 057284,,Y,,1010103,Remeron O.D. tab 30mg,CIMA Labs Inc.,U.S.A.
Mirtazapine oral dis tab 15mg,信東,衛署藥製01056775,,,Y,1000617,Mirtazapine oral dis tab 30mg,信東,Taiwan
Mirtazapine oral dis tab 30mg,六雅,衛署藥製 049656,,Y,,970229,Remeron Soltab 30mg,Cima,U.S.A.
Mirtazapine oral dis tab 30mg,永信,衛署藥製 049634,,,Y,970819,Meronin  disint tab 15mg,永信,Taiwan
Mirtazapine oral dis tab 30mg,信東,衛署藥製 055012,,Ｙ,,980910,Remeron Soltab 30mg,N.V. Organon,Netherland
Mirtazapine tab 15mg,南光,衛署藥製 049240,,,Y,961217,Smilon tab 30mg,南光,Taiwan
Mirtazapine tab 15mg,新瑞,衛署藥製 050016,,,Y,970925,Minivane tab 30mg,瑞士,Taiwan
Mirtazapine tab 30mg,華美歐,衛署藥輸 024530,,Y,,950509,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,南光,衛署藥製 048334,,Y,,951018,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,中化,衛署藥製 048612,,Y,,960307,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,鼑豐宇,衛署藥製 048633,,Y,,960104,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,聯邦,衛署藥製 048747,,Y,,950623,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,瑞士,衛署藥製 049020,,Y,,960831,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,景德,衛署藥製 049078,,Y,,960919,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 30mg,十全,衛署藥製 049461,,Y,,970328,Remeron tab 30mg,N.V. Organon,Netherland
Mirtazapine tab 45mg,新瑞,衛署藥製 049922,,,Y,970923,Minivane tab 30mg,瑞士,Taiwan
Misoprostol tab 200mcg,優良,衛署藥製 043707,,Y,,881231,Cytotec tab 200mg,Searle Pharmaceuticals,England
Mitiglinide tab 10mg,友華,衛署藥製 052337,,Ｙ,,981207,Glufast tab 10mg,Kissei,Japan
Moclobemide tab 150mg,中化,衛署藥製 042347,,Y,,870525,Aurorix tab 150mg,F. Hoffmann-La Roche,Switzerland
Moclobemide tab 150mg,信東,衛署藥製 042957,,Y,,880503,Aurorix tab 150mg,F. Hoffmann-La Roche,Switzerland
Moclobemide tab 150mg,中國生化,衛署藥製 043892,,Y,,890719,Aurorix tab 150mg,F. Hoffmann-La Roche,Switzerland
Montelukast chewable tab 5mg,中國化學,衛署藥製056785,,Y,,1000913,Singulair chewable tab 5mg,MSD,U.K.
Montelukast sodium oral granules 4mg,健喬信元,衛部藥製 058245,,Y,,1030310,Singuliar oral granules 4mg,Merck Sharp & Dohme Ltd,USA
Montelukast tab 10mg,瑩碩,衛署藥製 047813,,Y,,941214,Singulair tab 10mg,MSD,U. K.
Montelukast tab 10mg,中化,衛署藥製 049242,,Y,,961112,Singulair tab 10mg,MSD,U. K.
Montelukast tab 10mg,信東,衛署藥製 049889,,Y,,970807,Singulair tab 10mg,MSD,U. K.
Montelukast tab 10mg,健亞,衛署藥製 050120,,Y,,980414,Singulair tab 10mg,MSD,U. K.
Montelukast tab 10mg,景德,衛署藥製057426,,Y,,990419,Singulair tab 10mg,MSD,U.K.
Montelukast tab 4mg,瑩碩,衛署藥製 047960,,,Y,950421,Anxokast tab 5mg,瑩碩,Taiwan
Montelukast tab 4mg,信東,衛署藥製 049621,,,Y,970610,Montexin tab 5mg,信東,Taiwan
Montelukast tab 5mg,瑩碩,衛署藥製 047702,,Y,,941130,Singulair tab 5mg,MSD,U. K.
Montelukast tab 5mg,信東,衛署藥製 049278,,Y,,960904,Singulair tab 5mg,MSD,U. K.
Montelukast tab 5mg,榮民,衛署藥製 054972,,Y,,990414,Singulair tab 5mg,MSD,U. K.
Montelukast tab 5mg,景德,衛署藥製055536,,Y,,990506,Singulair tab 10mg,MSD,U.K.
Mosapride citrate tab 5mg,台灣東洋,衛署藥製 047656,Y,,,941202,Gasmotin tab 5mg,大日本製藥,Japan
Mosapride tab 5mg,五洲,衛署藥製055564,,Y,,971218,Gasmotin tab 5mg,大Japan住友,Japan
Mosapride tab 5mg,永信,衛署藥製055566,,Y,,981103,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,瑞安,衛署藥製055567,,Y,,990125,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,瑞士,衛署藥製055568,,Y,,990607,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,十全,衛署藥製055572,,Y,,990519,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,中化,衛署藥製055584,,Y,,990916,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,中生,衛署藥製055571,,Y,,990908,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,翰諾士,衛署藥製055569,,Y,,991006,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,晟德,衛署藥製055570,,Y,,991124,Mopridetab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,華興,衛署藥製 055565,,Y,,980617,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,信東,衛署藥製055990,Y,,,1000308,Gasmotin tab 5mg,大日本住友,Japan
Mosapride tab 5mg,瑪科隆,衛署藥製057104,,Y,,1000406,Mopride tab 5mg,台灣東洋,Taiwan
Mosapride tab 5mg,生達,衛署藥製057254,,Y,,1000317,Gasmotin tab 5mg,大日本住友,Japan
Mosapride tab 5mg,優生,衛署藥製 057865,,Y,,1011217,Mopride tab 5 mg ,台灣東洋,Taiwan
Moxifloxacin tab 400mg,瑩碩,衛署藥製057137,,Y,,1000127,Avelox tab 400mg,Bayer,Germany
