製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJRT1,1030117.0,5 mL/瓶/盒,"5 mL/瓶/盒 × 2,032盒",2032,1010814,"AG693216破損,補發AG845784"
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3055 C2F,1040131.0,50 units/瓶/盒,"50 units/瓶/盒 × 2,576盒",2576,1010803,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJRV1,1030117.0,5 mL/瓶/盒,5 mL/瓶/盒 × 444盒,444,1010814,
血液製劑類,台灣綠十字股份有限公司,艾爾補定注射液25%,B1NE28P001,1040421.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 9,713盒",9713,1010815,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,雙伏威肺炎鏈球菌十價接合型疫苗,"ASPNA206BD, ASPNA206B",1030930.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 9,350盒",9350,1011025,封條號碼AH699205、AH704844及AH705243三張壞損，補發封條3張
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA501AB, AROLA501A",1030531.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 31,540盒",31540,1010906,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G21074, F89910",1031231.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 49,544盒",49544,1011002,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G21074, F89910",1031231.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 87,925盒",87925,1011008,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G21074, F89910",1031231.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 87,925盒",87925,1011008,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,黃熱病疫苗,"H5225-1, H5225",1030531.0,1劑/瓶/盒,"1劑/瓶/盒 × 3,000盒",3000,1010824,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NL6N1,1040608.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 12,312盒",12312,1010831,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB613BG, AHAVB613B",1030930.0,1劑/1 mL/瓶/盒,"1劑/1 mL/瓶/盒 × 5,178盒",5178,1010910,"因廠商封緘作業毀損AG969114小封條1張,故補發AH153314,共1張"
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVC195AA,AHBVC195A",1040131.0,1劑/1 mL/瓶 × 25瓶/盒,"1劑/1 mL/瓶 × 25瓶/盒 × 2,107盒 ; 8瓶/盒 × 1盒",52683,1010912,
血液製劑類,台灣綠十字股份有限公司,基立福乾燥抗血友病第八因子注射劑250國際單位,B2AA27B7C1,1030419.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 2,472盒",2472,1010907,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA12E053AA,1030422.0,50 mL/瓶,"50 mL/瓶 × 16,996瓶",16996,1010906,"AG956096,AG960224破損;補AH153312,AH153313共2張"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,輪達停口服活性五價輪狀病毒疫苗,"H012033, 0673709",1030304.0,1劑/2 mL/軟管 × 10軟管/盒,"1劑/2 mL/軟管 × 10軟管/盒 × 3,981盒",39810,1010920,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2M011,1030228.0,500 U/瓶/盒,"500 U/瓶/盒 × 1,688盒",1688,1010919,封條號碼AH154754及AH154136共2張損毀，補發AG999967及AG999968
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAE1203,1020430.0,1劑/0.25 mL/支 × 20支/盒,"1劑/0.25 mL/支 × 20支/盒 × 1,750盒；10支/盒 × 1盒",35010,1010924,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAE1202,1020430.0,1劑/0.25 mL/支 × 20支/盒,"1劑/0.25 mL/支 × 20支/盒 × 1,606盒；11支/盒 × 1盒",32131,1010924,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAE1201,1020430.0,1劑/0.25 mL/支 × 20支/盒,"1劑/0.25 mL/支 × 20支/盒 × 1,721盒；14支/盒 × 1盒",34434,1010924,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1201,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 3,130盒 ; 6支/盒 × 1盒",62606,1010924,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑 250/500,55170111C,1040430.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,465盒",1465,1011017,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,122823,1020531.0,1劑/0.5 mL/支/盒 × 50盒/中盒,"1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,656中盒；1劑/0.5 mL/支/盒 × 12盒",82812,1010925,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,122804,1020531.0,1劑/0.5 mL/支/盒 × 50盒/中盒,"1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,671中盒；1劑/0.5 mL/支/盒 × 5盒",83555,1010925,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德傷寒疫苗,"J0036-1, J0036",1031231.0,1劑/0.5 mL/支/盒,1劑/0.5 mL/支/盒 × 500盒,500,1010905,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","HO13445, 0489AE",1040314.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 4,990盒",49900,1010928,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J0249-2, J0249",1020531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,409盒；10支/盒 × 1盒",108190,1010921,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J0256-2, J0256",1020531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 6,397盒；10支/盒 × 1盒",127950,1010921,缺損：AG986884、AG991936
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1202,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,219盒；15支/盒 × 1盒",84395,1010924,"AH279424,AH281332,AH281706 3張損壞"
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1203,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,089盒；4支/盒 × 1盒",81784,1010924,"AH278070,AH278295,AH278435,AH278496 4張損毀"
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3096 C3,1040318.0,100 units/瓶/盒,"100 units/瓶/盒 ×14,991盒",14991,1011002,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7150-1, J7150",1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 9,951盒；10支/盒 × 1盒",199030,1010921,缺損：AH242230
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7151-1, J7151",1020531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 10,723盒；10支/盒 × 1盒",214470,1010921,缺損：AH253613
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1204,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,118盒；14支/盒 × 1盒",102374,1010924,"AG997332,AG997461 2張損壞"
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,122901,1020630.0,1劑/0.5 mL/支/盒 × 50盒/中盒,"1劑/0.5 mL/支/盒 × 50盒/中盒 × 836中盒；1劑/0.5 mL/支/盒 × 44,500盒",86300,1010925,AH311570毀損
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,122805,1020531.0,1劑/0.5 mL/支/盒 × 50盒/中盒,"1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,836中盒；1劑/0.5 mL/支/盒 × 19盒",91819,1010926,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"T2586, 0291AE/0673695",1030125.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 1,482盒",14820,1011003,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1205,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,991盒；5支/盒 × 1盒",99825,1010924,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1206,120731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,072盒；17支/盒 × 1盒",101457,1010924,"AH271551,AH274018 2張損壞"
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NL7T1,1040623.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 22,040盒",22040,1010928,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB448AA, AVARB448A",1030430.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 989盒；40瓶/盒 × 1盒,98940,1011122,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7153-8, J7153",1020630.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 330中盒；1劑/0.25 mL/支/盒 × 10盒,16510,1010919,"因廠商作業損毀AH336735,故補發AG999989"
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7154-3, J7154",1020630.0,1劑/0.25 mL/支/盒 × 50盒/中盒,"1劑/0.25 mL/支/盒 × 50盒/中盒 × 2,266中盒；1劑/0.25 mL/支/盒 × 30盒",113330,1010919,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7144-2, J7144",1020531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,490盒;10支/盒 × 1盒",49810,1010927,損壞2張：AH356430、AH356801
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7164-5, J7164",1020630.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,540盒 ; 10支/盒 × 1盒",90810,1010927,損壞1張：AH359706
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1208,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,369盒; 4支/盒 × 1盒",107384,1010925,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1207,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,053盒; 17支/盒 × 1盒",101077,1010925,"AH340263,AH341587及AH341689共計3張毀損,補發AG999986-AG999988共3張."
其他生物藥品類,海喬國際股份有限公司,儷緻注射劑,E10030,1030328.0,500 units/瓶/盒,"500 units/瓶/盒 × 4,968盒",4968,1010928,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1209,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,161盒；6支/盒 × 1盒",103226,1010927,
血液製劑類,天行貿易股份有限公司,破傷風預防注射劑 250 Units,26NL3V1,1040501.0,250 U/支/盒,250 U/支/盒 × 180盒,180,1010920,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJRV1,1030117.0,5 mL/瓶/盒,5 mL/瓶/盒 × 988盒,988,1011003,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7164-2, J7164",1020630.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,794盒；5支/盒 × 1盒",95885,1010927,損壞3張：AH353093、AH354336、AH355543
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1210,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 5,108盒 ; 11支/盒 × 1盒",102171,1011002,"AH618509,AH618313兩張毀損,補發AG999997,AG999998兩張."
血液製劑類,吉發企業股份有限公司,貝靈第八凝血因子注射劑,A8466911G,1040131.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 1,121盒",1121,1011003,
血液製劑類,禾利行股份有限公司,百合施多特注射液,B144062,1040430.0,50 mL/瓶/盒,50 mL/瓶/盒 × 2004盒,2004,1011008,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1212,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,923盒；19支/盒 × 1盒",98479,1011005,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1211,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,825盒 ; 1支/盒 × 1盒",96501,1011005,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"A70CC138A, AVARB435A",1030331.0,1劑/瓶/盒,1劑/瓶/盒 × 798盒,798,1011109,"AH920725,AH920729,AH920825三張破損"
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1213,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,885盒；14支/盒 × 1盒",97714,1011005,"AH681702,AH682595兩張毀損"
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1214,1020731.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,787盒",95740,1011005,"AH678094,AH678438兩張損毀"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"T2472, 0000141628/0671047",1030531.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 2,909盒；8瓶/盒 × 1盒",29098,1011025,"因廠商封緘作業疏失損毀AH815669,故補發AH894404共1張"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"T2528, 1390AA/0672308",1030809.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 10,710盒",107100,1011025,"因廠商封緘作業疏失損毀AH808017,AH800762,AH802061,AH803344,AH809072,故補發AH894398~AH894402共5張"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"T2527, 0176AA/0670587",1030612.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 2,708盒",27080,1011025,"因廠商封緘作業疏失損毀AH811367,故補發AH894403共1張"
血液製劑類,吉發企業股份有限公司,愛默人體血清白蛋白25%注射液,P900405,1040525.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 17,283盒",17283,1011005,"因廠商封緘作業中毀損AH626921,AH626997,AH629388及AH641291共4張,故補發AH685706~AH685709共4張"
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NL811,1040624.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 22,068盒",22068,1011004,
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3153 C3,1040630.0,100 units/瓶/盒,"100 units/瓶/盒 × 2,000盒",2000,1011018,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7164-2, J7164",1020630.0,1劑/0.5 mL/支 × 20支/盒,1劑/0.5 mL/支 × 20支/盒 × 218盒；5支/盒 × 1盒,4365,1011001,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7144-2, J7144",1020531.0,1劑/0.5 mL/支 × 20支/盒,1劑/0.5 mL/支 × 20支/盒 × 216盒；5支/盒 × 1盒,4325,1011001,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7153-8, J7153",1020630.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 325中盒；1劑/0.25 mL/支/盒 × 10盒,16260,1011001,
血液製劑類,賽諾菲安萬特股份有限公司,兔抗胸腺細胞免疫球蛋白,"C2216H14, C2216",1030831.0,25 mg/瓶/盒,"25 mg/瓶/盒 × 1,701盒",1701,1011017,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,122921,1020630.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 81,408盒",81408,1011019,"AH774276,AH764012毀損"
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1216,1020831.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,441盒；16支/盒 × 1盒",88836,1011015,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1215,1020831.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,508盒；6支/盒 × 1盒",90166,1011015,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G39040, F45021",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 43,850盒",43850,1011203,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G39040, F45021",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 56,225盒",56225,1011203,AI290150破損，補發AH999409
血液製劑類,世信生物科技股份有限公司,國血製劑益康(20%)人血清白蛋白注射劑,3470500475,1050417.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 11,877盒",11877,1011225,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1217,1020831.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,405盒；10支/盒 × 1盒",88110,1011022,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1218,1020831.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,558盒；19支/盒 × 1盒",91179,1011022,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑(第二代),VND3M028,1030331.0,1 mL/支 × 2支/組/盒,1 mL/支 × 2支/組/盒 × 944盒,944,1011210,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"T3090, 0000141630/0672985",1031111.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 3,044 盒",30440,1011127,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"J7209-2, J7209",1020731.0,1劑/0.5mL/支/盒,"1劑/0.5 mL/支/盒 × 40,310盒",40310,1011024,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,流行性腦脊髓膜炎四價多醣類疫苗(Menomune),"UH148AB, UH148A",1030521.0,1劑/瓶/盒,"1劑/瓶/盒 × 1,800盒",1800,1011024,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,122942,1020630.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 30,610盒",30610,1011030,AH862316於封緘作業時毀損，補發AH900897。
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G39040, F45021",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 87,925盒",87925,1011203,"AI225807破損,補發AH999408"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","HO15986, 0546AE",1040319.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 4,989盒",49890,1011213,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","H015340, 0545AE",1040315.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 1,928 盒",1928,1011213,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVC224AA, AHBVC224A",1040430.0,1劑/1 mL/瓶 × 25瓶/盒,"1劑/1 mL/瓶 × 25瓶/盒 × 2,305盒；8瓶/盒 × 1盒",57633,1011109,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA591AB, AROLA591A",1031031.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 11,430盒",11430,1011128,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,補施追安痺威疫苗,"AC39B042AE, AC39B042A",1030630.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 1,130盒",1130,1020104,
血液製劑類,上合貿易股份有限公司,貝靈克療丙注射劑,26440311H,1030831.0,2 mL/瓶/盒,"2 mL/瓶/盒 × 4,961盒",4961,1011102,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G39040, F45021",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 43,925盒",43925,1011204,"因廠商作業損毀AI334400及AI342968,故補發AH999410及AH999411"
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3055 C2H,1040131.0,50 units/瓶/盒,"50 units/瓶/盒 × 2,538盒",2538,1011030,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA12D098AA,1030706.0,50 mL/瓶,"50 mL/瓶 × 14,996瓶",14996,1011130,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德三合一補追疫苗,"C4187AF, C4187A",1031031.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 6,495盒",6495,1011226,補發AH999447
血液製劑類,禾利行股份有限公司,立保B型肝炎抗體注射液,B793062,1030430.0,10 mL/瓶/盒,"10 mL/瓶/盒 × 4,186盒",4186,1011107,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB453AA, AVARB453A",1030731.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 11盒；40瓶/盒 × 1盒,1140,1011115,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,補施追安痺威疫苗,"AC39B045CE, AC39B045C",1031031.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 199,010盒",199010,1020104,"損36;677907,688440-41,706278,707181,711918,717680,719312-19,722705,724828,740417,743502,769356,787067,792656,794400,799040,800332,808956,818940,828090-1,828070,831561,831653,839986,839993,849846,856879"
血液製劑類,天行貿易股份有限公司,抗RH因子球蛋白注射液,26NL871,1040404.0,1500 IU/支/盒,1500 IU/支/盒 × 160盒,160,1011108,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NL3T1,1040306.0,0.5 mL/支/盒,0.5 mL/支/盒 × 4956盒,4956,1011107,"因廠商作業疏失損毀AH917630,並且遺失無法檢還該封條,故直接補發AH922048,共1張"
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NKC61,1030802.0,5 mL/瓶/盒,5 mL/瓶/盒 × 890盒,890,1011107,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJRV1,1030117.0,5 mL/瓶/盒,5 mL/瓶/盒 × 586盒,586,1011107,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"T3247, 0000173679/0000156889",1040709.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 31,979盒",319790,1011123,"AI123885損壞,補發AH994985"
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗),"A20CA837A, A20LA837A/A20FA837A",1030731.0,1劑/盒,"1 劑/盒 × 64,440盒",64440,1011219,"AI547927等共計19張毀損(如附件),補發AH999415-AH999433共19張"
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1205,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,233盒；4瓶/盒 × 1盒",44668,1020108,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1207,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,225盒；8瓶/盒 × 1盒",44516,1020108,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1206,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,208盒；7瓶/盒 × 1盒",44174,1020108,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1204,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,192盒；5瓶/盒 × 1盒",43850,1020204,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1202,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,199盒；8瓶/盒 × 1盒",43996,1020110,AI911589因破損補AI915347
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1203,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,184盒",43680,1020104,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1201,1040430.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,193盒；1瓶/盒 × 1盒",43862,1020104,
